Student_id,Age_at_year_4,Year_1_Classes,Year_2_Classes,Year_3_Classes,Year_4_Classes,Year_1_Grades,Year_2_Grades,Year_3_Grades,Year_4_Grades,Year_1_Absences,Year_2_Absences,Year_3_Absences,Year_4_Absences,Year_1_Late_HW,Year_2_Late_HW,Year_3_Late_HW,Year_4_Late_HW,Year_1_Participation,Year_2_Participation,Year_3_Participation,Year_4_Participation
866,20,"Algebra 1, English 1, Biology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Band, Personal Fitness, Chemistry","Algebra 2, English 3, Physical Science, Economics, Theater, Weight Lifting, Forensic Science","Latin, English 4, Volleyball, Government, Individual Sports, Math For College Readiness, Anatomy And Physiology","94.6, 92.2, 92.4, 80.1, 80.7, 78.0, 90.7","83.9, 75.2, 69.2, 71.4, 98.7, 63.0, 98.7","75.6, 74.3, 65.3, 95.0, 74.9, 83.2, 92.9","92.7, 70.8, 92.8, 65.6, 69.3, 72.3, 95.1",10,1,9,3,6,0,3,4,6,8,9,8
867,19,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Volleyball, Personal Fitness, Chorus","Algebra 2, English 3, Anatomy And Physiology, Economics, Math For College Readiness, French, Chemistry","Theater, English 4, Individual Sports, Government, Technical Writing, Spanish, Creative Writing","85.9, 98.1, 76.1, 76.5, 83.8, 96.1, 89.1","87.2, 83.4, 86.3, 70.3, 80.6, 88.5, 82.2","74.4, 96.5, 64.9, 71.6, 60.6, 70.5, 65.3","80.2, 97.0, 60.1, 72.6, 81.9, 84.0, 82.2",1,8,1,10,10,9,3,10,10,9,8,7
868,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Latin, Personal Fitness, Film","Algebra 2, English 3, Environmental Science, Economics, Creative Writing, Chorus, Team Sports","Volleyball, English 4, Physical Science, Government, Math For College Readiness, Biology, French","64.5, 98.1, 96.8, 64.0, 75.9, 91.2, 91.2","94.8, 98.7, 94.5, 71.5, 83.2, 67.3, 94.2","81.1, 71.2, 96.8, 97.3, 73.0, 72.1, 96.0","66.1, 93.4, 77.8, 82.5, 72.4, 86.6, 77.9",1,1,7,8,10,9,7,6,8,10,9,6
869,18,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Latin, Personal Fitness, Theater","Algebra 2, English 3, Environmental Science, Economics, Individual Sports, Biology, Math For College Readiness","French, English 4, Chemistry, Government, Volleyball, Band, Film","74.0, 71.7, 77.5, 84.8, 78.5, 97.2, 85.4","74.8, 63.7, 79.7, 82.2, 69.8, 82.7, 76.3","98.6, 93.3, 61.6, 82.3, 72.8, 90.8, 90.7","96.6, 71.3, 85.2, 93.9, 74.4, 80.0, 64.1",5,6,4,10,9,10,9,9,10,8,9,8
870,18,"Algebra 1, English 1, Chemistry, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Individual Sports, Personal Fitness, Forensic Science","Algebra 2, English 3, Anatomy And Physiology, Economics, Anatomy And Physiology, French, Weight Lifting","Film, English 4, Basketball, Government, Creative Writing, Math For College Readiness, Spanish","97.6, 78.2, 61.5, 80.3, 70.8, 98.3, 77.0","62.5, 98.1, 69.2, 73.7, 74.5, 93.6, 74.7","76.7, 89.9, 91.7, 78.1, 97.9, 75.0, 85.9","90.7, 61.8, 72.6, 84.0, 83.2, 91.3, 77.2",0,0,1,6,1,7,9,9,6,6,8,7
871,19,"Algebra 1, English 1, Forensic Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Latin, Personal Fitness, Math For College Readiness","English 3, Biology, Economics, Biology, Film, Individual Sports","Technical Writing, English 4, Weight Lifting, Government, Physical Science, Chorus, Environmental Science","95.0, 79.0, 77.9, 68.6, 84.3, 62.6, 67.1","83.1, 84.4, 96.2, 61.8, 81.0, 78.7, 76.6","71.0, 70.2, 79.0, 86.3, 78.2, 94.8, 83.3","70.6, 88.2, 95.8, 93.0, 99.1, 88.8, 81.8",0,9,6,3,10,3,5,9,6,9,7,8
872,19,"Algebra 1, English 1, Chemistry, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Film, Personal Fitness, Anatomy And Physiology","Algebra 2, English 3, Physical Science, Economics, Latin, Creative Writing, Forensic Science","Math For College Readiness, English 4, French, Government, Technical Writing, Spanish, Band","99.9, 99.4, 78.1, 99.9, 85.2, 66.9, 87.4","65.8, 65.0, 65.4, 82.7, 87.3, 81.6, 89.7","90.4, 89.4, 69.8, 89.9, 62.5, 74.2, 94.9","78.5, 70.5, 92.1, 84.5, 82.0, 98.6, 91.6",7,1,3,8,10,4,3,1,7,7,6,8
873,20,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Latin, Personal Fitness, Team Sports","Algebra 2, English 3, Biology, Economics, French, Anatomy And Physiology, Technical Writing","Basketball, English 4, Theater, Government, Creative Writing, Math For College Readiness, Weight Lifting","68.0, 84.8, 98.1, 79.8, 90.5, 78.2, 98.8","82.5, 70.2, 66.7, 89.9, 77.0, 98.1, 72.4","77.2, 97.6, 66.5, 84.6, 87.8, 74.4, 76.6","86.6, 67.9, 84.1, 83.9, 99.5, 64.7, 60.1",2,10,5,1,9,3,9,7,9,7,9,7
874,19,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Basketball, Personal Fitness, Latin","Algebra 2, English 3, Biology, Economics, French, Individual Sports, Chemistry","Team Sports, English 4, Spanish, Government, Volleyball, Technical Writing, Creative Writing","90.7, 80.6, 70.7, 82.1, 89.5, 66.1, 87.2","76.3, 83.7, 97.6, 91.7, 90.9, 97.8, 88.2","99.9, 94.1, 60.4, 92.1, 84.8, 70.1, 77.3","91.9, 79.9, 62.8, 87.5, 64.2, 75.3, 64.0",4,10,10,4,2,5,2,6,10,6,10,10
875,20,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Individual Sports, Personal Fitness, Team Sports","Algebra 2, English 3, Anatomy And Physiology, Economics, Anatomy And Physiology, Creative Writing, Weight Lifting","Volleyball, English 4, Chorus, Government, Band, Latin, Spanish","66.7, 94.0, 89.7, 80.7, 95.7, 87.4, 63.3","73.9, 66.1, 84.0, 79.9, 95.4, 94.1, 99.2","63.2, 87.5, 75.0, 92.6, 66.9, 85.5, 70.4","62.7, 69.5, 81.2, 83.1, 66.8, 85.0, 85.1",2,2,0,9,4,8,0,9,10,8,6,8
876,18,"Algebra 1, English 1, Chemistry, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Weight Lifting, Personal Fitness, Band","Algebra 2, English 3, Forensic Science, Economics, Creative Writing, Team Sports, Spanish","Individual Sports, English 4, Technical Writing, Government, Film, Chorus, French","84.8, 65.4, 65.3, 75.7, 66.0, 61.7, 61.7","92.8, 74.4, 89.6, 97.3, 63.5, 65.8, 63.0","75.2, 72.9, 79.3, 63.2, 88.0, 97.9, 92.0","80.7, 74.6, 82.3, 89.0, 80.3, 93.3, 86.9",4,7,8,6,2,5,1,1,6,7,9,7
877,20,"Algebra 1, English 1, Anatomy And Physiology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Theater, Personal Fitness, Environmental Science","Algebra 2, English 3, Forensic Science, Economics, Forensic Science, Basketball, Volleyball","Chorus, English 4, French, Government, Technical Writing, Latin, Biology","78.3, 76.9, 90.7, 77.9, 98.1, 71.2, 93.9","76.7, 60.1, 64.8, 86.4, 97.7, 83.1, 92.9","79.3, 98.5, 83.4, 74.9, 72.1, 69.4, 78.2","78.9, 94.7, 77.5, 62.9, 77.3, 91.8, 91.7",0,10,5,0,1,4,5,4,8,10,9,8
878,18,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Chorus, Personal Fitness, Spanish","Algebra 2, English 3, Biology, Economics, Chemistry, Team Sports, Individual Sports","Math For College Readiness, English 4, Film, Government, Forensic Science, Theater, Latin","75.0, 78.9, 84.0, 88.8, 96.6, 88.8, 77.7","65.3, 63.5, 79.5, 68.5, 83.7, 65.4, 79.8","95.6, 64.2, 61.1, 82.0, 95.6, 91.6, 78.5","60.8, 68.0, 94.3, 68.8, 73.8, 82.3, 82.1",2,6,1,7,4,4,1,9,9,8,7,8
879,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Chorus, Personal Fitness, Spanish","Algebra 2, English 3, Forensic Science, Economics, Biology, Environmental Science, French","Technical Writing, English 4, Basketball, Government, Theater, Physical Science, Weight Lifting","87.9, 70.3, 90.5, 72.5, 61.7, 68.3, 94.6","98.0, 88.6, 74.1, 95.1, 67.8, 75.3, 80.3","99.2, 61.0, 91.5, 70.8, 82.6, 88.2, 60.5","80.8, 83.4, 80.3, 82.2, 73.2, 75.7, 78.9",3,1,3,9,10,2,2,5,9,10,7,6
880,19,"Algebra 1, English 1, Chemistry, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Spanish, Personal Fitness, Volleyball","Algebra 2, English 3, Physical Science, Economics, Film, Math For College Readiness, Forensic Science","French, English 4, Creative Writing, Government, Biology, Team Sports, Technical Writing","66.7, 77.5, 87.4, 98.2, 77.4, 63.5, 96.7","74.5, 87.8, 81.7, 60.5, 68.3, 91.7, 67.5","76.2, 72.8, 75.7, 76.8, 64.7, 73.1, 92.0","76.6, 74.4, 75.6, 99.1, 78.0, 96.0, 87.3",8,0,6,4,8,3,0,2,6,8,7,6
881,17,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Volleyball, Personal Fitness, Physical Science","Algebra 2, English 3, Environmental Science, Economics, Film, Biology, Math For College Readiness","Spanish, English 4, Technical Writing, Government, Band, Theater, Creative Writing","93.8, 76.9, 91.3, 77.2, 88.4, 97.2, 72.9","98.6, 69.5, 90.8, 80.1, 64.1, 81.0, 69.9","84.4, 75.1, 95.6, 60.3, 68.0, 75.0, 88.4","97.0, 70.5, 93.3, 62.4, 66.7, 65.9, 69.2",9,4,10,1,4,2,2,6,10,10,9,9
882,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Weight Lifting, Personal Fitness, Forensic Science","Algebra 2, English 3, Physical Science, Economics, Biology, Spanish, Individual Sports","French, English 4, Theater, Government, Volleyball, Band, Math For College Readiness","83.0, 61.1, 77.9, 81.9, 84.3, 80.1, 71.7","71.4, 80.6, 99.4, 95.1, 94.8, 69.8, 90.3","70.6, 78.6, 78.4, 68.0, 64.7, 78.9, 62.2","88.6, 65.0, 70.1, 67.2, 76.1, 76.1, 78.1",6,0,3,4,0,9,3,10,6,8,9,10
883,19,"Algebra 1, English 1, Chemistry, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Film, Personal Fitness, Theater","Algebra 2, English 3, Environmental Science, Economics, Band, Environmental Science, Individual Sports","French, English 4, Volleyball, Government, Forensic Science, Latin, Weight Lifting","87.5, 75.0, 81.4, 62.8, 91.7, 95.8, 98.6","94.1, 86.8, 66.2, 97.8, 66.5, 65.7, 69.8","77.2, 94.6, 61.0, 66.5, 82.0, 62.5, 74.5","88.9, 92.5, 98.8, 71.0, 73.4, 88.7, 77.0",7,7,3,5,2,0,4,7,7,6,6,10
884,20,"Algebra 1, English 1, Anatomy And Physiology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Weight Lifting, Personal Fitness, Technical Writing","Algebra 2, English 3, Forensic Science, Economics, Team Sports, Forensic Science, Latin","Film, English 4, Spanish, Government, Volleyball, Creative Writing, Chemistry","64.5, 90.3, 90.2, 83.2, 82.3, 67.7, 84.9","73.8, 63.8, 71.4, 72.1, 92.3, 77.6, 79.3","61.4, 77.4, 74.9, 61.1, 94.3, 91.2, 83.4","84.9, 89.1, 64.9, 80.3, 95.5, 79.0, 60.9",9,4,8,1,0,9,0,6,9,8,10,10
885,18,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Film, Personal Fitness, Volleyball","Algebra 2, English 3, Environmental Science, Economics, Weight Lifting, Band, Environmental Science","Creative Writing, English 4, Spanish, Government, Individual Sports, Technical Writing, Chemistry","64.8, 94.7, 91.8, 96.3, 99.9, 73.6, 88.1","83.4, 65.5, 70.9, 89.3, 75.2, 90.8, 86.8","68.4, 68.7, 68.4, 64.4, 67.9, 70.7, 93.7","86.4, 83.2, 78.0, 78.7, 88.0, 62.4, 63.5",7,6,0,4,0,4,0,1,6,9,10,6
886,17,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Latin, Personal Fitness, Biology","Algebra 2, English 3, Environmental Science, Economics, Creative Writing, Math For College Readiness, Spanish","Basketball, English 4, Film, Government, Theater, Chemistry, Individual Sports","69.9, 74.0, 95.3, 65.7, 66.9, 97.0, 76.7","79.3, 70.0, 61.6, 63.5, 76.5, 61.2, 91.6","73.7, 95.1, 72.0, 64.4, 93.5, 95.2, 95.2","71.7, 99.0, 81.2, 88.3, 95.1, 65.0, 78.1",6,4,2,1,2,0,2,6,9,7,7,9
887,18,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Team Sports, Personal Fitness, Film","Algebra 2, English 3, Biology, Economics, French, Individual Sports, Technical Writing","Math For College Readiness, English 4, Weight Lifting, Government, Chorus, Physical Science, Latin","81.5, 74.2, 92.8, 90.0, 73.5, 62.2, 90.0","69.0, 68.9, 61.3, 69.7, 70.4, 99.7, 67.6","91.5, 85.4, 99.2, 83.4, 70.1, 86.8, 92.8","81.7, 69.5, 76.4, 68.4, 62.7, 88.1, 60.0",8,9,4,1,7,1,9,7,9,7,9,7
888,19,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Latin, Personal Fitness, Theater","Algebra 2, English 3, Anatomy And Physiology, Economics, French, Team Sports, Chorus","Film, English 4, Spanish, Government, Technical Writing, Chemistry, Basketball","61.6, 85.5, 99.7, 95.7, 64.7, 99.6, 67.4","62.7, 75.3, 88.6, 81.2, 85.4, 74.4, 90.7","65.7, 82.0, 88.7, 89.5, 89.1, 93.7, 83.8","68.3, 89.8, 95.4, 63.9, 92.1, 87.6, 86.6",4,4,2,5,6,10,2,4,10,8,8,8
889,20,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, French, Personal Fitness, Physical Science","Algebra 2, English 3, Biology, Economics, Forensic Science, Weight Lifting, Biology","Spanish, English 4, Individual Sports, Government, Anatomy And Physiology, Basketball, Chorus","96.6, 69.5, 92.6, 88.7, 86.6, 61.7, 76.3","94.5, 70.7, 78.2, 87.6, 85.2, 86.1, 67.3","89.5, 60.7, 80.9, 98.0, 61.2, 78.6, 90.2","94.9, 85.2, 79.3, 97.2, 61.9, 64.1, 82.6",10,2,7,3,10,5,1,10,8,10,9,7
890,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Volleyball, Personal Fitness, Band","Algebra 2, English 3, Chemistry, Economics, Latin, Forensic Science, Individual Sports","Theater, English 4, Spanish, Government, Team Sports, Biology, Creative Writing","68.7, 87.2, 73.2, 80.3, 69.8, 76.7, 83.5","71.3, 64.8, 96.4, 92.3, 81.2, 80.9, 97.4","82.1, 87.7, 84.4, 68.8, 90.1, 75.8, 80.5","74.1, 63.1, 88.3, 83.5, 73.8, 90.6, 84.2",10,6,0,4,3,1,3,10,9,9,6,8
891,17,"Algebra 1, English 1, Biology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Volleyball, Personal Fitness, Environmental Science","Algebra 2, English 3, Anatomy And Physiology, Economics, Team Sports, Creative Writing, Technical Writing","Theater, English 4, Individual Sports, Government, Chemistry, Basketball, Band","69.9, 95.7, 94.0, 87.3, 79.1, 82.8, 61.5","60.6, 70.5, 80.6, 95.6, 84.3, 79.5, 61.4","85.4, 86.6, 71.7, 63.3, 96.5, 71.2, 67.4","62.6, 61.1, 83.8, 80.3, 88.0, 84.4, 71.5",10,10,1,1,3,1,3,4,6,10,10,10
892,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Volleyball, Personal Fitness, Individual Sports","Algebra 2, English 3, Environmental Science, Economics, Chorus, Math For College Readiness, Weight Lifting","Forensic Science, English 4, French, Government, Latin, Physical Science, Spanish","79.3, 75.8, 77.0, 95.6, 78.4, 63.8, 98.9","87.0, 73.1, 93.6, 80.4, 97.9, 90.5, 95.6","61.3, 68.3, 65.7, 94.8, 63.7, 79.6, 81.5","77.6, 79.8, 64.2, 73.1, 93.2, 79.3, 89.1",10,3,0,4,7,5,6,3,7,8,8,6
893,19,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Team Sports, Personal Fitness, Weight Lifting","Algebra 2, English 3, Forensic Science, Economics, Latin, Chorus, Technical Writing","Chemistry, English 4, Film, Government, French, Individual Sports, Math For College Readiness","99.5, 80.0, 70.6, 73.2, 76.0, 63.1, 61.5","85.5, 93.8, 91.6, 69.8, 94.2, 77.7, 91.4","74.5, 87.5, 60.0, 88.9, 92.5, 75.6, 96.7","67.3, 88.5, 73.8, 91.3, 97.4, 94.6, 71.6",8,4,9,10,3,9,9,0,10,6,10,8
894,20,"Algebra 1, English 1, Biology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Weight Lifting, Personal Fitness, Math For College Readiness","English 3, Physical Science, Economics, Theater, Latin, Film","Technical Writing, English 4, Individual Sports, Government, Basketball, Chemistry, Spanish","80.5, 61.9, 68.6, 87.3, 89.5, 60.5, 64.0","62.4, 85.5, 66.5, 74.4, 65.4, 73.1, 94.9","78.3, 94.5, 67.2, 76.4, 89.0, 72.2, 71.9","79.4, 90.9, 78.7, 84.9, 99.3, 88.7, 98.0",8,2,2,10,0,5,0,6,10,8,8,6
895,18,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Volleyball, Personal Fitness, Technical Writing","Algebra 2, English 3, Chemistry, Economics, Math For College Readiness, Spanish, Biology","Creative Writing, English 4, Weight Lifting, Government, Anatomy And Physiology, Chorus, Latin","76.5, 77.5, 62.7, 76.2, 92.4, 99.3, 77.3","77.4, 84.7, 72.0, 66.0, 87.9, 73.9, 95.8","76.4, 68.1, 96.2, 80.5, 82.0, 94.2, 61.5","71.1, 86.5, 71.4, 64.1, 78.2, 77.8, 64.3",8,7,3,5,5,4,5,5,10,7,8,10
896,19,"Algebra 1, English 1, Biology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Band, Personal Fitness, Team Sports","Algebra 2, English 3, Physical Science, Economics, Weight Lifting, Film, Forensic Science","Latin, English 4, Creative Writing, Government, Spanish, Chorus, Anatomy And Physiology","97.7, 96.1, 60.9, 66.8, 64.6, 69.0, 83.7","95.7, 97.7, 67.7, 73.0, 99.4, 66.2, 86.9","71.4, 89.1, 96.4, 60.2, 79.6, 61.7, 83.9","76.2, 93.4, 96.7, 99.5, 87.8, 95.5, 91.1",2,6,1,3,1,8,0,2,8,9,9,8
897,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, French, Personal Fitness, Math For College Readiness","English 3, Environmental Science, Economics, Latin, Chorus, Physical Science","Individual Sports, English 4, Spanish, Government, Volleyball, Team Sports, Forensic Science","80.3, 80.9, 67.1, 90.3, 87.1, 83.4, 75.1","95.6, 60.3, 93.1, 68.6, 68.7, 74.8, 75.3","98.5, 75.2, 94.9, 70.1, 92.5, 92.4, 75.6","80.8, 75.1, 96.3, 83.6, 82.3, 97.6, 83.7",4,6,4,1,2,5,1,8,10,9,6,9
898,17,"Algebra 1, English 1, Biology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Spanish, Personal Fitness, Individual Sports","Algebra 2, English 3, Physical Science, Economics, Creative Writing, Latin, Theater","Math For College Readiness, English 4, Band, Government, Film, Basketball, Environmental Science","77.6, 97.8, 81.8, 76.2, 73.1, 82.5, 84.8","82.3, 61.4, 79.2, 90.1, 73.2, 79.1, 63.0","96.0, 67.2, 79.7, 82.8, 86.1, 86.0, 67.7","97.3, 89.3, 92.8, 90.6, 86.5, 74.5, 91.3",6,0,0,5,1,8,0,6,10,7,8,7
899,17,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Latin, Personal Fitness, Chorus","Algebra 2, English 3, Chemistry, Economics, Environmental Science, Chemistry, Volleyball","Team Sports, English 4, Forensic Science, Government, Theater, Individual Sports, Spanish","96.5, 73.0, 89.4, 65.4, 84.7, 79.8, 61.0","74.2, 74.9, 77.2, 90.9, 90.2, 82.9, 84.8","97.2, 73.8, 88.6, 65.4, 96.9, 72.8, 82.1","95.3, 78.0, 80.7, 99.4, 93.4, 92.5, 76.7",2,8,9,4,0,9,4,0,9,7,9,8
900,19,"Algebra 1, English 1, Chemistry, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Chorus, Personal Fitness, Team Sports","Algebra 2, English 3, Anatomy And Physiology, Economics, Forensic Science, Biology, Film","Math For College Readiness, English 4, Basketball, Government, Physical Science, French, Technical Writing","69.5, 90.9, 67.1, 91.4, 74.4, 98.1, 64.3","95.3, 72.2, 62.6, 70.3, 75.9, 89.2, 73.6","93.7, 78.2, 87.9, 92.0, 83.8, 76.0, 64.6","77.5, 62.0, 89.2, 65.8, 73.0, 72.7, 85.2",4,0,3,5,6,10,5,0,6,10,9,7
901,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Spanish, Personal Fitness, Individual Sports","Algebra 2, English 3, Environmental Science, Economics, Chemistry, Band, Volleyball","Basketball, English 4, Film, Government, Biology, Theater, Technical Writing","55.2, 53.8, 42.0, 72.5, 58.5, 47.2, 53.5","78.3, 53.5, 57.4, 91.2, 56.1, 52.4, 44.9","66.0, 78.4, 77.8, 51.7, 68.6, 92.1, 84.8","91.7, 49.9, 63.4, 98.9, 68.2, 73.9, 78.0",14,14,11,1,4,29,28,4,1,3,2,0
902,20,"Algebra 1, English 1, Forensic Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Weight Lifting, Personal Fitness, Math For College Readiness","English 3, Biology, Economics, French, Environmental Science, Team Sports","Band, English 4, Chemistry, Government, Volleyball, Technical Writing, Anatomy And Physiology","67.5, 51.7, 61.2, 91.7, 40.1, 43.2, 42.8","55.9, 45.4, 84.4, 62.8, 83.0, 94.1, 93.7","76.0, 52.2, 93.4, 67.1, 54.4, 69.3, 74.7","82.7, 97.4, 51.5, 95.2, 85.6, 93.8, 52.9",17,12,2,7,9,24,2,7,0,4,0,3
903,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Basketball, Personal Fitness, Individual Sports","Algebra 2, English 3, Chemistry, Economics, French, Physical Science, Chemistry","Volleyball, English 4, Theater, Government, Weight Lifting, Forensic Science, Spanish","45.6, 63.8, 94.3, 94.1, 76.9, 57.3, 94.0","70.5, 91.9, 63.7, 45.9, 83.0, 86.8, 56.6","79.0, 76.8, 42.6, 86.6, 64.4, 95.0, 48.0","98.1, 85.5, 91.2, 60.4, 96.3, 69.3, 92.0",19,2,17,4,17,19,22,8,4,5,4,2
904,18,"Algebra 1, English 1, Environmental Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Team Sports, Personal Fitness, Volleyball","Algebra 2, English 3, Anatomy And Physiology, Economics, Chemistry, Biology, Creative Writing","Weight Lifting, English 4, Individual Sports, Government, Latin, Film, Band","69.0, 60.1, 82.9, 80.2, 69.3, 93.4, 44.0","80.4, 56.4, 55.2, 65.1, 78.6, 75.5, 44.2","68.0, 64.7, 48.0, 75.1, 83.8, 90.0, 50.7","88.5, 61.0, 52.0, 61.3, 58.2, 80.5, 54.8",11,18,11,0,28,14,28,1,4,3,3,3
905,19,"Algebra 1, English 1, Forensic Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Spanish, Personal Fitness, Film","Algebra 2, English 3, Environmental Science, Economics, Chorus, Volleyball, Technical Writing","Physical Science, English 4, Anatomy And Physiology, Government, Team Sports, Band, Chemistry","48.1, 82.4, 71.9, 53.0, 41.9, 90.2, 48.2","70.4, 63.9, 45.3, 53.1, 91.7, 62.8, 63.9","81.3, 53.4, 76.3, 44.0, 95.8, 67.8, 63.1","50.9, 98.6, 61.8, 65.6, 54.9, 66.1, 69.8",0,5,2,2,14,18,1,23,1,1,1,1
906,18,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Basketball, Personal Fitness, Spanish","Algebra 2, English 3, Forensic Science, Economics, Chemistry, Forensic Science, Individual Sports","Theater, English 4, Math For College Readiness, Government, French, Team Sports, Technical Writing","54.2, 72.5, 93.4, 88.1, 73.8, 98.1, 99.4","62.6, 46.9, 73.0, 96.7, 54.9, 47.9, 94.6","97.2, 91.4, 43.1, 58.7, 57.8, 84.8, 67.8","78.1, 50.4, 77.4, 87.4, 99.6, 64.6, 79.1",9,17,17,7,24,18,15,5,4,1,3,0
907,20,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, French, Personal Fitness, Technical Writing","Algebra 2, English 3, Anatomy And Physiology, Economics, Team Sports, Volleyball, Chorus","Creative Writing, English 4, Biology, Government, Band, Spanish, Basketball","70.6, 57.6, 55.9, 98.1, 85.5, 53.8, 87.4","84.2, 61.7, 43.3, 45.3, 88.1, 47.3, 41.7","42.6, 89.5, 82.6, 84.4, 60.8, 55.9, 53.4","58.3, 87.8, 57.9, 50.1, 98.7, 54.5, 57.6",1,15,10,1,10,17,28,6,4,2,0,3
908,20,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Basketball, Personal Fitness, Individual Sports","Algebra 2, English 3, Biology, Economics, Team Sports, Biology, Latin","Spanish, English 4, Chorus, Government, Theater, French, Creative Writing","45.5, 65.4, 92.6, 94.6, 52.5, 67.2, 51.5","49.7, 60.6, 63.0, 86.6, 71.4, 94.8, 78.1","44.1, 89.0, 85.1, 82.1, 50.0, 96.7, 60.1","65.0, 73.5, 62.3, 99.6, 99.8, 81.3, 65.9",13,8,2,2,27,3,28,17,0,0,2,5
